848
	0
ADJF Apro|Subx|datv|masc|sing	2138
ADJF Apro|Subx|datv|femn|sing	2145
ADJF Apro|Subx|datv|neut|sing	2151
ADJF Apro|Subx|datv|plur	2157
ADJF Apro|Subx|accs|anim|masc|sing	2140
ADJF Apro|Subx|accs|inan|masc|sing	2139
ADJF Apro|Subx|accs|femn|sing	2146
ADJF Apro|Subx|accs|neut|sing	2152
ADJF Apro|Subx|accs|anim|plur	2159
ADJF Apro|Subx|accs|inan|plur	2158
ADJF Apro|Subx|ablt|masc|sing	2141
ADJF Apro|Subx|ablt|femn|sing	2147
ADJF Apro|Subx|ablt|neut|sing	2153
ADJF Apro|Subx|ablt|plur	2160
ADJF Apro|Subx|loct|masc|sing	2142
ADJF Apro|Subx|femn|loct|sing	2148
ADJF Apro|Subx|loct|neut|sing	2154
ADJF Apro|Subx|loct|plur	2161
ADJF Anum|masc|nomn|sing	2163
ADJF Anum|femn|nomn|sing	2170
ADJF Anum|neut|nomn|sing	2177
ADJF Anum|nomn|plur	2183
ADJF Anum|gent|masc|sing	2164
ADJF Anum|femn|gent|sing	2171
ADJF Anum|gent|neut|sing	2178
ADJF Anum|gent|plur	2184
ADJF Anum|datv|masc|sing	2165
ADJF Anum|datv|femn|sing	2172
ADJF Anum|datv|neut|sing	2179
ADJF Anum|datv|plur	2185
ADJF Anum|accs|anim|masc|sing	2167
ADJF Anum|accs|inan|masc|sing	2166
ADJF Anum|accs|femn|sing	2173
ADJF Anum|accs|neut|sing	2180
ADJF Anum|accs|anim|plur	2187
ADJF Anum|accs|inan|plur	2186
ADJF Anum|ablt|masc|sing	2168
ADJF Anum|ablt|femn|sing	2174
ADJF Anum|ablt|neut|sing	2181
ADJF Anum|ablt|plur	2188
ADJF Anum|loct|masc|sing	2169
ADJF Anum|femn|loct|sing	2176
ADJF Anum|loct|neut|sing	2182
ADJF Anum|loct|plur	2189
ADJF Abbr|Anum|masc|nomn|sing	2191
ADJF Abbr|Anum|femn|nomn|sing	2198
ADJF Abbr|Anum|neut|nomn|sing	2204
ADJF Abbr|Anum|gent|masc|sing	2192
ADJF Abbr|Anum|femn|gent|sing	2199
ADJF Abbr|Anum|gent|neut|sing	2205
ADJF Abbr|Anum|datv|masc|sing	2193
ADJF Abbr|Anum|datv|femn|sing	2200
ADJF Abbr|Anum|datv|neut|sing	2206
ADJF Abbr|Anum|accs|anim|masc|sing	2195
ADJF Abbr|Anum|accs|inan|masc|sing	2194
ADJF Abbr|Anum|accs|femn|sing	2201
ADJF Abbr|Anum|accs|neut|sing	2207
ADJF Abbr|Anum|ablt|masc|sing	2196
ADJF Abbr|Anum|ablt|femn|sing	2202
ADJF Abbr|Anum|ablt|neut|sing	2208
ADJF Abbr|Anum|loct|masc|sing	2197
ADJF Abbr|Anum|femn|loct|sing	2203
ADJF Abbr|Anum|loct|neut|sing	2209
ADJF Anum|Apro|masc|nomn|sing	2210
ADJF Anum|Apro|femn|nomn|sing	2217
ADJF Anum|Apro|neut|nomn|sing	2223
ADJF Anum|Apro|nomn|plur	2229
ADJF Anum|Apro|gent|masc|sing	2211
ADJF Anum|Apro|femn|gent|sing	2218
ADJF Anum|Apro|gent|neut|sing	2224
ADJF Anum|Apro|gent|plur	2230
ADJF Anum|Apro|datv|masc|sing	2212
ADJF Anum|Apro|datv|femn|sing	2219
ADJF Anum|Apro|datv|neut|sing	2225
ADJF Anum|Apro|datv|plur	2231
ADJF Anum|Apro|accs|anim|masc|sing	2214
ADJF Anum|Apro|accs|inan|masc|sing	2213
ADJF Anum|Apro|accs|femn|sing	2220
ADJF Anum|Apro|accs|neut|sing	2226
ADJF Anum|Apro|accs|anim|plur	2233
ADJF Anum|Apro|accs|inan|plur	2232
ADJF Anum|Apro|ablt|masc|sing	2215
ADJF Anum|Apro|ablt|femn|sing	2221
ADJF Anum|Apro|ablt|neut|sing	2227
ADJF Anum|Apro|ablt|plur	2234
ADJF Anum|Apro|loct|masc|sing	2216
ADJF Anum|Apro|femn|loct|sing	2222
ADJF Anum|Apro|loct|neut|sing	2228
ADJF Anum|Apro|loct|plur	2235
ADJF Poss|masc|nomn|sing	2236
ADJF Poss|femn|nomn|sing	2243
ADJF Poss|neut|nomn|sing	2250
ADJF Poss|nomn|plur	2256
ADJF Poss|gent|masc|sing	2237
ADJF Poss|femn|gent|sing	2244
ADJF Poss|gent|neut|sing	2251
ADJF Poss|gent|plur	2257
ADJF Poss|datv|masc|sing	2238
ADJF Poss|datv|femn|sing	2245
ADJF Poss|datv|neut|sing	2252
ADJF Poss|datv|plur	2258
ADJF Poss|accs|anim|masc|sing	2239
ADJF Poss|accs|inan|masc|sing	2240
ADJF Poss|accs|femn|sing	2246
ADJF Poss|accs|neut|sing	2253
ADJF Poss|accs|anim|plur	2259
ADJF Poss|accs|inan|plur	2260
ADJF Poss|ablt|masc|sing	2241
ADJF Poss|ablt|femn|sing	2247
ADJF Poss|ablt|neut|sing	2254
ADJF Poss|ablt|plur	2261
ADJF Poss|loct|masc|sing	2242
ADJF Poss|femn|loct|sing	2249
ADJF Poss|loct|neut|sing	2255
ADJF Poss|loct|plur	2262
ADJF V-ey|ablt|femn|sing	1645
ADJF Geox|V-ey|ablt|femn|sing	1849
ADJF Subx|V-ey|ablt|femn|sing	1862
ADJF Supr|V-ey|ablt|femn|sing	1686
ADJF Qual|V-ey|ablt|femn|sing	1905
ADJF Qual|Subx|V-ey|ablt|femn|sing	2013
ADJF Qual|Supr|V-ey|ablt|femn|sing	1755
ADJF Apro|V-ey|ablt|femn|sing	2089
ADJF Anum|V-ey|ablt|femn|sing	2175
ADJF Poss|V-ey|ablt|femn|sing	2268
ADJF V-oy|ablt|femn|sing	1622
ADJF Geox|V-oy|ablt|femn|sing	1834
ADJF Subx|V-oy|ablt|femn|sing	1877
ADJF Qual|V-oy|ablt|femn|sing	1890
ADJF Qual|Subx|V-oy|ablt|femn|sing	1998
ADJF Apro|V-oy|ablt|femn|sing	2090
ADJF Apro|Subx|V-oy|ablt|femn|sing	2162
ADJF Anum|V-oy|ablt|femn|sing	2190
ADJF Poss|V-oy|ablt|femn|sing	2248
ADJF Infr|masc|nomn|sing	1715
ADJF Infr|femn|nomn|sing	1721
ADJF Infr|neut|nomn|sing	1728
ADJF Infr|nomn|plur	1734
ADJF Infr|gent|masc|sing	1716
ADJF Infr|femn|gent|sing	1722
ADJF Infr|gent|neut|sing	1729
ADJF Infr|gent|plur	1735
ADJF Infr|datv|masc|sing	1717
ADJF Infr|datv|femn|sing	1723
ADJF Infr|datv|neut|sing	1730
ADJF Infr|datv|plur	1736
ADJF Infr|accs|anim|masc|sing	1718
ADJF Infr|accs|inan|masc|sing	1719
ADJF Infr|accs|femn|sing	1724
ADJF Infr|accs|neut|sing	1731
ADJF Infr|accs|anim|plur	1737
ADJF Infr|accs|inan|plur	1738
ADJF Infr|ablt|masc|sing	1720
ADJF Infr|ablt|femn|sing	1725
ADJF Infr|ablt|neut|sing	1732
ADJF Infr|ablt|plur	1739
ADJF Infr|loct|masc|sing	1636
ADJF Infr|femn|loct|sing	1727
ADJF Infr|loct|neut|sing	1733
ADJF Infr|loct|plur	1740
ADJF Infr|Qual|masc|nomn|sing	1922
ADJF Infr|Qual|femn|nomn|sing	1929
ADJF Infr|Qual|neut|nomn|sing	1936
ADJF Infr|Qual|nomn|plur	1942
ADJF Infr|Qual|gent|masc|sing	1923
ADJF Infr|Qual|femn|gent|sing	1930
ADJF Infr|Qual|gent|neut|sing	1937
ADJF Infr|Qual|gent|plur	1943
ADJF Infr|Qual|datv|masc|sing	1924
ADJF Infr|Qual|datv|femn|sing	1931
ADJF Infr|Qual|datv|neut|sing	1938
ADJF Infr|Qual|datv|plur	1944
ADJF Infr|Qual|accs|anim|masc|sing	1925
ADJF Infr|Qual|accs|inan|masc|sing	1926
ADJF Infr|Qual|accs|femn|sing	1932
ADJF Infr|Qual|accs|neut|sing	1939
ADJF Infr|Qual|accs|anim|plur	1945
ADJF Infr|Qual|accs|inan|plur	1946
ADJF Infr|Qual|ablt|masc|sing	1927
ADJF Infr|Qual|ablt|femn|sing	1933
ADJF Infr|Qual|ablt|neut|sing	1940
ADJF Infr|Qual|ablt|plur	1947
ADJF Infr|Qual|loct|masc|sing	1928
ADJF Infr|Qual|femn|loct|sing	1935
ADJF Infr|Qual|loct|neut|sing	1941
ADJF Infr|Qual|loct|plur	1948
ADJF Apro|Infr|neut|nomn|sing	2094
ADJF Apro|Infr|gent|masc|sing	2091
ADJF Apro|Infr|femn|gent|sing	2099
ADJF Apro|Infr|gent|neut|sing	2095
ADJF Apro|Infr|gent|plur	2105
ADJF Apro|Infr|datv|masc|sing	2092
ADJF Apro|Infr|datv|femn|sing	2100
ADJF Apro|Infr|datv|neut|sing	2096
ADJF Apro|Infr|datv|plur	2106
ADJF Apro|Infr|accs|anim|masc|sing	2093
ADJF Apro|Infr|accs|neut|sing	2097
ADJF Apro|Infr|accs|anim|plur	2107
ADJF Apro|Infr|ablt|masc|sing	2098
ADJF Apro|Infr|ablt|femn|sing	2101
ADJF Apro|Infr|ablt|neut|sing	2104
ADJF Apro|Infr|ablt|plur	2108
ADJF Apro|Infr|femn|loct|sing	2103
ADJF Apro|Infr|loct|plur	2109
ADJF Anum|Infr|masc|nomn|sing	2269
ADJF Anum|Infr|femn|nomn|sing	2276
ADJF Anum|Infr|neut|nomn|sing	2282
ADJF Anum|Infr|nomn|plur	2288
ADJF Anum|Infr|gent|masc|sing	2270
ADJF Anum|Infr|femn|gent|sing	2277
ADJF Anum|Infr|gent|neut|sing	2283
ADJF Anum|Infr|gent|plur	2289
ADJF Anum|Infr|datv|masc|sing	2271
ADJF Anum|Infr|datv|femn|sing	2278
ADJF Anum|Infr|datv|neut|sing	2284
ADJF Anum|Infr|datv|plur	2290
ADJF Anum|Infr|accs|anim|masc|sing	2273
ADJF Anum|Infr|accs|inan|masc|sing	2272
ADJF Anum|Infr|accs|femn|sing	2279
ADJF Anum|Infr|accs|neut|sing	2285
ADJF Anum|Infr|accs|anim|plur	2292
ADJF Anum|Infr|accs|inan|plur	2291
ADJF Anum|Infr|ablt|masc|sing	2274
ADJF Anum|Infr|ablt|femn|sing	2280
ADJF Anum|Infr|ablt|neut|sing	2286
ADJF Anum|Infr|ablt|plur	2293
ADJF Anum|Infr|loct|masc|sing	2275
ADJF Anum|Infr|femn|loct|sing	2281
ADJF Anum|Infr|loct|neut|sing	2287
ADJF Anum|Infr|loct|plur	2294
ADJF Infr|Poss|gent|masc|sing	2263
ADJF Infr|Poss|gent|neut|sing	2266
ADJF Infr|Poss|datv|masc|sing	2264
ADJF Infr|Poss|datv|neut|sing	2267
ADJF Infr|Poss|accs|anim|masc|sing	2265
ADJF Apro|Infr|V-ey|ablt|femn|sing	2102
ADJF Infr|V-oy|ablt|femn|sing	1726
ADJF Infr|Qual|V-oy|ablt|femn|sing	1934
ADJF Slng|masc|nomn|sing	2295
ADJF Slng|femn|nomn|sing	2302
ADJF Slng|neut|nomn|sing	2309
ADJF Slng|nomn|plur	2315
ADJF Slng|gent|masc|sing	2296
ADJF Slng|femn|gent|sing	2303
ADJF Slng|gent|neut|sing	2310
ADJF Slng|gent|plur	2316
ADJF Slng|datv|masc|sing	2297
ADJF Slng|datv|femn|sing	2304
ADJF Slng|datv|neut|sing	2311
ADJF Slng|datv|plur	2317
ADJF Slng|accs|anim|masc|sing	2298
ADJF Slng|accs|inan|masc|sing	2299
ADJF Slng|accs|femn|sing	2305
ADJF Slng|accs|neut|sing	2312
ADJF Slng|accs|anim|plur	2318
ADJF Slng|accs|inan|plur	2319
ADJF Slng|ablt|masc|sing	2300
ADJF Slng|ablt|femn|sing	2306
ADJF Slng|ablt|neut|sing	2313
ADJF Slng|ablt|plur	2320
ADJF Slng|loct|masc|sing	2301
ADJF Slng|femn|loct|sing	2308
ADJF Slng|loct|neut|sing	2314
ADJF Slng|loct|plur	2321
ADJF Slng|V-oy|ablt|femn|sing	2307
ADJF Arch|masc|nomn|sing	2330
ADJF Arch|femn|nomn|sing	2337
ADJF Arch|neut|nomn|sing	2344
ADJF Arch|nomn|plur	2350
ADJF Arch|gent|masc|sing	2331
ADJF Arch|femn|gent|sing	2338
ADJF Arch|gent|neut|sing	2345
ADJF Arch|gent|plur	2351
ADJF Arch|datv|masc|sing	2332
ADJF Arch|datv|femn|sing	2339
ADJF Arch|datv|neut|sing	2346
ADJF Arch|datv|plur	2352
ADJF Arch|accs|anim|masc|sing	2333
ADJF Arch|accs|inan|masc|sing	2334
ADJF Arch|accs|femn|sing	2340
ADJF Arch|accs|neut|sing	2347
ADJF Arch|accs|anim|plur	2353
ADJF Arch|accs|inan|plur	2354
ADJF Arch|ablt|masc|sing	2335
ADJF Arch|ablt|femn|sing	2341
ADJF Arch|ablt|neut|sing	2348
ADJF Arch|ablt|plur	2355
ADJF Arch|loct|masc|sing	2336
ADJF Arch|femn|loct|sing	2343
ADJF Arch|loct|neut|sing	2349
ADJF Arch|loct|plur	2356
ADJF Arch|Qual|masc|nomn|sing	1949
ADJF Arch|Qual|femn|nomn|sing	1956
ADJF Arch|Qual|neut|nomn|sing	1963
ADJF Arch|Qual|nomn|plur	1969
ADJF Arch|Qual|gent|masc|sing	1950
ADJF Arch|Qual|femn|gent|sing	1957
ADJF Arch|Qual|gent|neut|sing	1964
ADJF Arch|Qual|gent|plur	1970
ADJF Arch|Qual|datv|masc|sing	1951
ADJF Arch|Qual|datv|femn|sing	1958
ADJF Arch|Qual|datv|neut|sing	1965
ADJF Arch|Qual|datv|plur	1971
ADJF Arch|Qual|accs|anim|masc|sing	1952
ADJF Arch|Qual|accs|inan|masc|sing	1953
ADJF Arch|Qual|accs|femn|sing	1959
ADJF Arch|Qual|accs|neut|sing	1966
ADJF Arch|Qual|accs|anim|plur	1972
ADJF Arch|Qual|accs|inan|plur	1973
ADJF Arch|Qual|ablt|masc|sing	1954
ADJF Arch|Qual|ablt|femn|sing	1960
ADJF Arch|Qual|ablt|neut|sing	1967
ADJF Arch|Qual|ablt|plur	1974
ADJF Arch|Qual|loct|masc|sing	1955
ADJF Arch|Qual|femn|loct|sing	1962
ADJF Arch|Qual|loct|neut|sing	1968
ADJF Arch|Qual|loct|plur	1975
ADJF Apro|Arch|accs|femn|sing	2088
ADJF Apro|Arch|Subx|femn|gent|sing	4442
ADJF Arch|V-oy|ablt|femn|sing	2342
ADJF Arch|Qual|V-oy|ablt|femn|sing	1961
ADJF Litr|femn|nomn|sing	1655
ADJF Litr|neut|nomn|sing	1649
ADJF Litr|nomn|plur	1667
ADJF Litr|gent|masc|sing	1650
ADJF Litr|femn|gent|sing	1656
ADJF Litr|gent|neut|sing	1662
ADJF Litr|gent|plur	1668
ADJF Litr|datv|masc|sing	1651
ADJF Litr|datv|femn|sing	1657
ADJF Litr|datv|neut|sing	1663
ADJF Litr|datv|plur	1669
ADJF Litr|accs|anim|masc|sing	1652
ADJF Litr|accs|femn|sing	1658
ADJF Litr|accs|neut|sing	1664
ADJF Litr|accs|anim|plur	1670
ADJF Litr|accs|inan|plur	1671
ADJF Litr|ablt|masc|sing	1653
ADJF Litr|ablt|femn|sing	1659
ADJF Litr|ablt|neut|sing	1665
ADJF Litr|ablt|plur	1672
ADJF Litr|loct|masc|sing	1654
ADJF Litr|femn|loct|sing	1661
ADJF Litr|loct|neut|sing	1666
ADJF Litr|loct|plur	1673
ADJF Litr|V-ey|ablt|femn|sing	1660
ADJF Erro|neut|nomn|sing	1702
ADJF Anph|Apro|masc|nomn|sing	2361
ADJF Anph|Apro|femn|nomn|sing	2368
ADJF Anph|Apro|neut|nomn|sing	2375
ADJF Anph|Apro|nomn|plur	2381
ADJF Anph|Apro|Fixd|masc|nomn|sing	2388
ADJF Anph|Apro|Fixd|femn|nomn|sing	2394
ADJF Anph|Apro|Fixd|neut|nomn|sing	2400
ADJF Anph|Apro|Fixd|nomn|plur	2406
ADJF Anph|Apro|gent|masc|sing	2362
ADJF Anph|Apro|femn|gent|sing	2369
ADJF Anph|Apro|gent|neut|sing	2376
ADJF Anph|Apro|gent|plur	2382
ADJF Anph|Apro|Fixd|gent|masc|sing	2389
ADJF Anph|Apro|Fixd|femn|gent|sing	2395
ADJF Anph|Apro|Fixd|gent|neut|sing	2401
ADJF Anph|Apro|Fixd|gent|plur	2407
ADJF Anph|Apro|datv|masc|sing	2363
ADJF Anph|Apro|datv|femn|sing	2370
ADJF Anph|Apro|datv|neut|sing	2377
ADJF Anph|Apro|datv|plur	2383
ADJF Anph|Apro|Fixd|datv|masc|sing	2390
ADJF Anph|Apro|Fixd|datv|femn|sing	2396
ADJF Anph|Apro|Fixd|datv|neut|sing	2402
ADJF Anph|Apro|Fixd|datv|plur	2408
ADJF Anph|Apro|accs|anim|masc|sing	2365
ADJF Anph|Apro|accs|inan|masc|sing	2364
ADJF Anph|Apro|accs|femn|sing	2371
ADJF Anph|Apro|accs|neut|sing	2378
ADJF Anph|Apro|accs|anim|plur	2385
ADJF Anph|Apro|accs|inan|plur	2384
ADJF Anph|Apro|Fixd|accs|masc|sing	2391
ADJF Anph|Apro|Fixd|accs|femn|sing	2397
ADJF Anph|Apro|Fixd|accs|neut|sing	2403
ADJF Anph|Apro|Fixd|accs|plur	2409
ADJF Anph|Apro|ablt|masc|sing	2366
ADJF Anph|Apro|ablt|femn|sing	2372
ADJF Anph|Apro|ablt|neut|sing	2379
ADJF Anph|Apro|ablt|plur	2386
ADJF Anph|Apro|Fixd|ablt|masc|sing	2392
ADJF Anph|Apro|Fixd|ablt|femn|sing	2398
ADJF Anph|Apro|Fixd|ablt|neut|sing	2404
ADJF Anph|Apro|Fixd|ablt|plur	2410
ADJF Anph|Apro|loct|masc|sing	2367
ADJF Anph|Apro|femn|loct|sing	2374
ADJF Anph|Apro|loct|neut|sing	2380
ADJF Anph|Apro|loct|plur	2387
ADJF Anph|Apro|Fixd|loct|masc|sing	2393
ADJF Anph|Apro|Fixd|femn|loct|sing	2399
ADJF Anph|Apro|Fixd|loct|neut|sing	2405
ADJF Anph|Apro|Fixd|loct|plur	2411
ADJF Anph|Apro|Subx|masc|nomn|sing	2412
ADJF Anph|Apro|Subx|femn|nomn|sing	2419
ADJF Anph|Apro|Subx|neut|nomn|sing	2425
ADJF Anph|Apro|Subx|nomn|plur	2431
ADJF Anph|Apro|Subx|gent|masc|sing	2413
ADJF Anph|Apro|Subx|femn|gent|sing	2420
ADJF Anph|Apro|Subx|gent|neut|sing	2426
ADJF Anph|Apro|Subx|gent|plur	2432
ADJF Anph|Apro|Subx|datv|masc|sing	2414
ADJF Anph|Apro|Subx|datv|femn|sing	2421
ADJF Anph|Apro|Subx|datv|neut|sing	2427
ADJF Anph|Apro|Subx|datv|plur	2433
ADJF Anph|Apro|Subx|accs|anim|masc|sing	2416
ADJF Anph|Apro|Subx|accs|inan|masc|sing	2415
ADJF Anph|Apro|Subx|accs|femn|sing	2422
ADJF Anph|Apro|Subx|accs|neut|sing	2428
ADJF Anph|Apro|Subx|accs|anim|plur	2435
ADJF Anph|Apro|Subx|accs|inan|plur	2434
ADJF Anph|Apro|Subx|ablt|masc|sing	2417
ADJF Anph|Apro|Subx|ablt|femn|sing	2423
ADJF Anph|Apro|Subx|ablt|neut|sing	2429
ADJF Anph|Apro|Subx|ablt|plur	2436
ADJF Anph|Apro|Subx|loct|masc|sing	2418
ADJF Anph|Apro|Subx|femn|loct|sing	2424
ADJF Anph|Apro|Subx|loct|neut|sing	2430
ADJF Anph|Apro|Subx|loct|plur	2437
ADJF Abbr|Anph|Apro|Subx|masc|nomn|sing	2438
ADJF Abbr|Anph|Apro|Subx|femn|nomn|sing	2445
ADJF Abbr|Anph|Apro|Subx|neut|nomn|sing	2451
ADJF Abbr|Anph|Apro|Subx|nomn|plur	2457
ADJF Abbr|Anph|Apro|Subx|gent|masc|sing	2439
ADJF Abbr|Anph|Apro|Subx|femn|gent|sing	2446
ADJF Abbr|Anph|Apro|Subx|gent|neut|sing	2452
ADJF Abbr|Anph|Apro|Subx|gent|plur	2458
ADJF Abbr|Anph|Apro|Subx|datv|masc|sing	2440
ADJF Abbr|Anph|Apro|Subx|datv|femn|sing	2447
ADJF Abbr|Anph|Apro|Subx|datv|neut|sing	2453
ADJF Abbr|Anph|Apro|Subx|datv|plur	2459
ADJF Abbr|Anph|Apro|Subx|accs|anim|masc|sing	2442
ADJF Abbr|Anph|Apro|Subx|accs|inan|masc|sing	2441
ADJF Abbr|Anph|Apro|Subx|accs|femn|sing	2448
ADJF Abbr|Anph|Apro|Subx|accs|neut|sing	2454
ADJF Abbr|Anph|Apro|Subx|accs|anim|plur	2461
ADJF Abbr|Anph|Apro|Subx|accs|inan|plur	2460
ADJF Abbr|Anph|Apro|Subx|ablt|masc|sing	2443
ADJF Abbr|Anph|Apro|Subx|ablt|femn|sing	2449
ADJF Abbr|Anph|Apro|Subx|ablt|neut|sing	2455
ADJF Abbr|Anph|Apro|Subx|ablt|plur	2462
ADJF Abbr|Anph|Apro|Subx|loct|masc|sing	2444
ADJF Abbr|Anph|Apro|Subx|femn|loct|sing	2450
ADJF Abbr|Anph|Apro|Subx|loct|neut|sing	2456
ADJF Abbr|Anph|Apro|Subx|loct|plur	2463
ADJF Anph|Apro|V-ey|ablt|femn|sing	2373
ADJF Anph|Apro|Dist|Subx|masc|nomn|sing	4472
ADJF Anph|Apro|Dist|Subx|femn|nomn|sing	4479
ADJF Anph|Apro|Dist|Subx|neut|nomn|sing	4485
ADJF Anph|Apro|Dist|Subx|nomn|plur	4491
ADJF Anph|Apro|Dist|Subx|gent|masc|sing	4473
ADJF Anph|Apro|Dist|Subx|femn|gent|sing	4480
ADJF Anph|Apro|Dist|Subx|gent|neut|sing	4486
ADJF Anph|Apro|Dist|Subx|gent|plur	4492
ADJF Anph|Apro|Dist|Subx|datv|masc|sing	4474
ADJF Anph|Apro|Dist|Subx|datv|femn|sing	4481
ADJF Anph|Apro|Dist|Subx|datv|neut|sing	4487
ADJF Anph|Apro|Dist|Subx|datv|plur	4493
ADJF Anph|Apro|Dist|Subx|accs|anim|masc|sing	4476
ADJF Anph|Apro|Dist|Subx|accs|inan|masc|sing	4475
ADJF Anph|Apro|Dist|Subx|accs|femn|sing	4482
ADJF Anph|Apro|Dist|Subx|accs|neut|sing	4488
ADJF Anph|Apro|Dist|Subx|accs|anim|plur	4495
ADJF Anph|Apro|Dist|Subx|accs|inan|plur	4494
ADJF Anph|Apro|Dist|Subx|ablt|masc|sing	4477
ADJF Anph|Apro|Dist|Subx|ablt|femn|sing	4483
ADJF Anph|Apro|Dist|Subx|ablt|neut|sing	4489
ADJF Anph|Apro|Dist|Subx|ablt|plur	4496
ADJF Anph|Apro|Dist|Subx|loct|masc|sing	4478
ADJF Anph|Apro|Dist|Subx|femn|loct|sing	4484
ADJF Anph|Apro|Dist|Subx|loct|neut|sing	4490
ADJF Anph|Apro|Dist|Subx|loct|plur	4497
ADJS masc|sing	1639
ADJS femn|sing	1640
ADJS neut|sing	1641
ADJS plur	1642
ADJS Qual|masc|sing	1711
ADJS Qual|femn|sing	1712
ADJS Qual|neut|sing	1713
ADJS Qual|plur	1714
ADJS Qual|gent|masc|sing	1985
ADJS Apro|masc|sing	2464
ADJS Apro|femn|sing	2465
ADJS Apro|neut|sing	2466
ADJS Apro|plur	2467
ADJS Infr|masc|sing	1741
ADJS Infr|femn|sing	1701
ADJS Infr|neut|sing	1648
ADJS Infr|plur	1742
ADJS Infr|Qual|masc|sing	1915
ADJS Infr|Qual|femn|sing	1914
ADJS Infr|Qual|neut|sing	1917
ADJS Infr|Qual|plur	1912
ADJS Slng|masc|sing	2322
ADJS Slng|femn|sing	2323
ADJS Slng|neut|sing	2324
ADJS Slng|plur	2325
ADJS Arch|masc|sing	2357
ADJS Arch|femn|sing	2358
ADJS Arch|neut|sing	2359
ADJS Arch|plur	2360
ADJS Arch|Qual|masc|sing	1976
ADJS Arch|Qual|femn|sing	1977
ADJS Arch|Qual|neut|sing	1978
ADJS Arch|Qual|plur	1979
ADJS Erro|femn|sing	1710
ADJS Erro|neut|sing	1705
ADJS Erro|plur	1703
ADJS Erro|Qual|femn|sing	1920
ADJS Erro|Qual|neut|sing	1918
ADJS Erro|Qual|plur	1919
ADJS V-en|masc|sing	1704
ADJS Qual|V-en|masc|sing	1916
ADJS Infr|Qual|V-en|masc|sing	1921
COMP _	1643
COMP Qual	1770
COMP Cmp2	1644
COMP Cmp2|Qual	1772
COMP V-ej	1646
COMP Qual|V-ej	1771
COMP Cmp2|V-ej	1647
COMP Cmp2|Qual|V-ej	1773
COMP Infr	1706
COMP Infr|Qual	1906
COMP Cmp2|Infr	1708
COMP Cmp2|Infr|Qual	1908
COMP Infr|V-ej	1707
COMP Infr|Qual|V-ej	1907
COMP Cmp2|Infr|V-ej	1709
COMP Cmp2|Infr|Qual|V-ej	1909
COMP Slng	2326
COMP Cmp2|Slng	2328
COMP Slng|V-ej	2327
COMP Cmp2|Slng|V-ej	2329
COMP Arch|Qual	1980
COMP Arch|Cmp2|Qual	1982
COMP Arch|Qual|V-ej	1981
COMP Arch|Cmp2|Qual|V-ej	1983
COMP Litr|Qual	1913
COMP Cmp2|Litr|Qual	1984
COMP Dist|Qual	1910
COMP Cmp2|Dist|Qual	1911
VERB Impe|impf|indc|intr|pres|sing	2468
VERB 1per|impf|indc|pres|sing|tran	2499
VERB 1per|impf|indc|plur|pres|tran	2500
VERB 1per|impf|indc|intr|pres|sing	2553
VERB 1per|impf|indc|intr|plur|pres	2554
VERB 2per|impf|indc|pres|sing|tran	2501
VERB 2per|impf|indc|plur|pres|tran	2502
VERB 2per|impf|indc|intr|pres|sing	2555
VERB 2per|impf|indc|intr|plur|pres	2556
VERB 3per|impf|indc|pres|sing|tran	2503
VERB 3per|impf|indc|plur|pres|tran	2504
VERB 3per|impf|indc|intr|pres|sing	2557
VERB 3per|impf|indc|intr|plur|pres	2558
VERB 3per|Abbr|impf|indc|intr|pres|sing	2642
VERB 3per|Impx|impf|indc|intr|pres|sing	2664
VERB indc|masc|past|perf|sing|tran	2470
VERB femn|indc|past|perf|sing|tran	2471
VERB indc|neut|past|perf|sing|tran	2472
VERB indc|past|perf|plur|tran	2473
VERB impf|indc|masc|past|sing|tran	2505
VERB femn|impf|indc|past|sing|tran	2506
VERB impf|indc|neut|past|sing|tran	2507
VERB impf|indc|past|plur|tran	2508
VERB indc|intr|masc|past|perf|sing	2525
VERB femn|indc|intr|past|perf|sing	2526
VERB indc|intr|neut|past|perf|sing	2527
VERB indc|intr|past|perf|plur	2528
VERB Abbr|indc|intr|masc|past|perf|sing	2595
VERB Abbr|femn|indc|intr|past|perf|sing	2596
VERB impf|indc|intr|masc|past|sing	2559
VERB femn|impf|indc|intr|past|sing	2560
VERB impf|indc|intr|neut|past|sing	2561
VERB impf|indc|intr|past|plur	2562
VERB Abbr|impf|indc|intr|masc|past|sing	2590
VERB Abbr|femn|impf|indc|intr|past|sing	2591
VERB Impe|indc|intr|neut|past|perf|sing	2660
VERB Impe|impf|indc|intr|neut|past|sing	2662
VERB Impx|impf|indc|intr|neut|past|sing	2665
VERB Impe|futr|indc|intr|perf|sing	2659
VERB 1per|futr|indc|perf|sing|tran	2474
VERB 1per|futr|indc|perf|plur|tran	2475
VERB 1per|futr|indc|intr|perf|sing	2529
VERB 1per|futr|indc|intr|perf|plur	2530
VERB 1per|futr|impf|indc|intr|sing	2636
VERB 1per|futr|impf|indc|intr|plur	2637
VERB 2per|futr|indc|perf|sing|tran	2476
VERB 2per|futr|indc|perf|plur|tran	2477
VERB 2per|futr|indc|intr|perf|sing	2531
VERB 2per|futr|indc|intr|perf|plur	2532
VERB 2per|futr|impf|indc|intr|sing	2638
